@relation 'all news tweets'

@attribute Content string
@attribute Time {11/20/2023,11/22/2023,11/19/2023,11/17/2023,11/21/2023,10/29/2023,11/18/2023,11/14/2023,10/12/2023,11/6/2023,11/1/2023,10/10/2023,10/31/2023,10/15/2023,10/16/2023,10/27/2023,10/17/2023,10/30/2023,10/11/2023,11/12/2023,10/14/2023,11/10/2023,11/15/2023,11/3/2023,11/9/2023,11/16/2023,10/13/2023,11/13/2023,10/24/2023,11/5/2023,11/8/2023,11/23/2023,10/19/2023,10/9/2023,10/26/2023,10/18/2023,10/23/2023,11/7/2023,11/4/2023,11/11/2023,10/21/2023,10/28/2023,11/2/2023,10/25/2023,10/22/2023,10/8/2023,10/20/2023}
@attribute Review numeric
@attribute RetweetNumber numeric
@attribute Like_Numbers numeric
@attribute Look_Numbers numeric
@attribute UserName {Palestine,Israel,SkyNews,IDF,BBCWorld,CNN,RT_com,CBNNews,Telegraph,FoxNews,Independent}
@attribute UserName_For_Label {Palestine,Israel}

@data
'US President Joe Biden expressed optimism about a hostage deal as Israel s government was set to meet to approve a four-day pause in the Gaza war in exchange for the release of 50 hostages.',11/21/2023,11,7,14,7200,Israel,Israel
'US President Joe Biden is expected to arrive in Israel shortly  as both Israelis and Palestinians deny responsibility for a hospital explosion in Gaza last nightLive updates',10/18/2023,724,151,755,44200,BBCWorld,?
'US President Joe Biden lands in IsraelLive updates',10/18/2023,493,236,935,41700,BBCWorld,?
'US President Joe Biden to visit Israel on Wednesday as Hamas rocket attacks continue and humanitarian crisis grows in GazaFollow live',10/17/2023,274,101,424,28900,BBCWorld,?
'US presses Israel to delay its Gaza ground incursion to allow more time for hostage talks and aid into the region  sources say. Follow live updates.',10/22/2023,978,229,789,62100,CNN,?
'US Responds to Iranian Proxy Strikes on US Troops  but These 4 Groups Still Have Israel Surrounded',11/9/2023,?,6,5,1100,CBNNews,?
'US said to delay shipment of weapons for security squads due to Ben Gvir?s conduct https://timesofisrael.com/us-said-to-delay-shipment-of-weapons-for-security-squads-due-to-ben-gvirs-conduct/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/21/2023,7,11,14,7800,Israel,Israel
'US said to delay shipment of weapons for security squads due to Ben Gvir?s conduct https://timesofisrael.com/us-said-to-delay-shipment-of-weapons-for-security-squads-due-to-ben-gvirs-conduct/? via @timesofisrael',11/21/2023,4,6,11,5900,Israel,Israel
'US Secretary of State Antony Blinken meets Israeli Prime Minister Benjamin Netanyahu We re here  we re not going anywhere   Blinken saysLive updates',10/12/2023,484,137,861,56500,BBCWorld,?
'US Sen. Chuck Schumer thrills audience with Broadway debut https://timesofisrael.com/us-sen-chuck-schumer-thrills-audience-with-broadway-debut/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/23/2023,6,2,9,300,Israel,Israel
'US Supreme Court to Decide if Public Officials can Block Social Media Trolls https://www2.cbn.com/news/us/us-supreme-court-decide-if-public-officials-can-block-social-media-trolls?',11/1/2023,?,4,4,100,CBNNews,?
'US tourist dies after boat capsises in the Bahamas',11/16/2023,27,20,100,16300,BBCWorld,?
'US  Qatar indicate hostage deal near  as rumors swirl of swap with a short ceasefire https://timesofisrael.com/us-qatar-indicate-hostage-deal-near-as-rumors-swirl-of-swap-with-a-short-ceasefire/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/19/2023,11,7,20,7900,Israel,Israel
'VA Attorney General Joins State AGs Calling for Removal of Foreign Students Who Support Terrorists',11/13/2023,1,9,26,1400,CBNNews,?
'VA Woman Wins Fight to Pray at School Board Meeting After Initial Prayer Was Shut Down',11/15/2023,1,8,25,1900,CBNNews,?
'VICTORY: Finnish Politician Who Faced Potential Jail Time For Sharing Biblical Views Cleared of All Charges',11/14/2023,3,31,99,300,CBNNews,?
'Video diaries detail struggle to find safe shelter in southern Gaza',10/23/2023,152,43,147,22900,BBCWorld,?
'Video footage shared on social media captures the arrival of Al-Qassam Brigades convoys in central Gaza on October 7.  via Emeka Gift Official',11/19/2023,81,200,224,3100,Israel,Israel
'Video shows anti-Israel protesters storming airport in Russia  forcing it to close',10/30/2023,499,121,1300,31300,BBCWorld,?
'Viewer discretion Zip ties and electrical chords used to tie victims before they were murdered. Below are just a few of the horrific images documenting the brutality of Hamas terrorists on October 7th. Some of these bodies are still unidentifiable. https://twitter.com/MissDiagnosis/status/1718368664053842289?',10/29/2023,3100,2900,600,80900,IDF,?
'Viewer discretion: This is surveillance from the city of Sderot on October 7. Hamas terrorists shot at civilians who tried to escape and fired an anti-tank missile at a vehicle.Some of you have a short memory. We don t. #HamasisISIS',11/1/2023,1100,200,4200,22800,IDF,?
'Vigil for victims of Hamas attack held in London',10/15/2023,974,213,1200,49000,BBCWorld,?
'Viral video depicts double standard in global response to October 7:  Don t take it personally. Management decided that all violence against Israelis is legitimate resistance. #Israel | #October7massacre',11/19/2023,8,15,55,8800,Israel,Israel
'Viral video depicts double standard in global response to October 7:  Don t take it personally. Management decided that all violence against Israelis is legitimate resistance.#IsraeliTerrorists | #October7massacre',11/20/2023,6,18,56,9400,Israel,Israel
'Virginia Student Wins Top Honor for Inventing Soap to Potentially Treat Skin Cancer',11/6/2023,?,4,11,100,CBNNews,?
'Voices from across Gaza: We don t know where we can go',10/13/2023,1100,557,1500,54100,BBCWorld,?
'Voters Choose Abortion in Ohio  Democrats in Virginia in Off-Year Elections',11/8/2023,?,?,4,829,CBNNews,?
'Wake Forest professor resigns after saying she was  tempted to shoot up  Israeli music festival like Hamas',11/20/2023,204,205,389,14600,FoxNews,?
'War Cabinet minister Gantz: Every effort is being made to return hostages  I suggest Hezbollah s Nasrallah not turn southern Lebanon into northern Gaza',11/21/2023,9,4,12,9900,Israel,Israel
'War rhetoric vs. reality: Israel s shift on letting fuel into Gaza. The fuel is ostensibly for humanitarian needs only  but there is little guarantee that it will not find its way into Hamas s hands. by @HerbKeinon#Israel | #IsraelHamasWar | #Gaza',11/20/2023,12,3,16,1200,Israel,Israel
'War with Hamas to cost NIS 1b a day  hit economy harder than previous conflicts https://timesofisrael.com/war-with-hamas-to-cost-nis-1b-a-day-hit-economy-harder-than-previous-conflicts/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/21/2023,11,9,24,600,Israel,Israel
'Warning: Graphic descriptions of sexual violence from the Hamas massacreThese are some of the horrific scenes of sexual violence that foreign journalists saw and heard during a screening  featuring testimonies and footage from October 7th.  1. Two dead women on the grass at?',11/15/2023,6100,5300,1400,200000,IDF,?
'Washington Post issues correction after wrongly reporting a U.S.-brokered deal to pause Israel-Hamas conflict',11/20/2023,121,42,105,6200,FoxNews,?
'Watch #Breakfast with #KayBurley as a hostage deal has been agreed between Israel and Hamas and ahead of the Chancellor s autumn statement. @KayBurley will be joined by @S_Hammond  @darrenpjones  @LTCPeterLerner  @SimonLeoDiggins. https://trib.al/Rx0iR33',11/22/2023,24,10,16,2700,SkyNews,?
'Watch as protestors shut down the Bay Bridge to demand a ceasefire in Gaza.',11/18/2023,30,529,930,4500,Palestine,Palestine
'Watch live: @SkyYaldaHakim presents a special programme on the Israel-Hamas war live from JerusalemLatest updates: https://trib.al/EmBWwKs',11/21/2023,31,14,21,4300,SkyNews,?
'WATCH LIVE: DOD holds briefing as Israel-Hamas deal for hostages in final stages',11/21/2023,149,47,64,5500,FoxNews,?
'Watch live: Relatives of Israeli hostages hold press conference in Vatican following ceasefire deal',11/22/2023,1,?,?,1500,Independent,?
'WATCH NOW:  The National Day of Prayer for Israel: LIVE from Jerusalemhttps://www2.cbn.com/news/israel/join-national-day-prayer-israel-watch-live-100-pm?',11/6/2023,1,10,30,1500,CBNNews,?
'Watch Sky News at Ten live from Jerusalem: Hostages to be released in stages  Netanyahu says - but he warns war against Hamas will continuehttps://trib.al/hY6Plgu',11/21/2023,24,11,16,4300,SkyNews,?
'WATCH the Full Speech Here:Son of Hamas Co-Founder Denounces the Terrorist Group at UN  Exposes  Savage  Indoctrination of Palestinian Children. https://youtu.be/pjOEJumoABg?feature=shared? via @YouTube',11/22/2023,2,14,19,860,CBNNews,?
'WATCH: CCTV shows Hamas gunman executing festival-goer at point-blank rangeIsrael releases security camera footage from Oct 7 massacre as it seeks to fend off criticism of its military response to the rampage https://telegraph.co.uk/world-news/2023/11/21/cctv-video-hamas-gunman-executing-woman-festival-massacre/?',11/21/2023,?,15,14,1100,Telegraph,?
'Watch: How Hamas  shock attack on Israel unfolded',10/8/2023,92,68,280,28300,BBCWorld,?
'Watch: Meeting between Israeli politicians and Gaza hostage families descends into shouting',11/21/2023,127,103,244,23100,BBCWorld,?
'WATCH: Several killed in airstrike on Gaza hospital  Hamas run ministry claims.Read more on our liveblog: https://telegraph.co.uk/world-news/2023/11/20/israel-gaza-latest-news-updates-hamas-palestine-day-45-live/?',11/20/2023,1,9,7,1300,Telegraph,?
'WATCH: The IDF released comprehensive footage showing Hamas s 55-meter-long terror tunnel at Al-Shifa Hospital  from the inside and out.(CREDIT: @IDF) Read more: https://jpost.com/arab-israeli-conflict/gaza-news/article-774069?',11/19/2023,93,122,309,3100,Israel,Israel
'WATCH: White House issues brutal response to Biden s  inappropriate  nickname given by anti-Israel critics',11/20/2023,161,33,119,22500,FoxNews,?
'We always knew there was an undercurrent of antisemitism boiling under a thin crust of British civility. But since October 7 there has been an eruption of Jew hatred which has taken us ? even those well-versed in antisemitism ? by surprise | Opinion',11/20/2023,47,13,23,1200,Israel,Israel
'We are at war with Hamas  not with the people of Gaza. While Hamas intentionally places civilians in harm s way  we will continue to do everything in our power to protect the lives of innocents. #FreeGazaFromHamas',11/13/2023,1900,1900,5800,42900,IDF,?
'We are broken  says brother of British Hamas victim',10/16/2023,445,105,284,40300,BBCWorld,?
'We are devastated to share that the body of Canadian-Israeli Vivian Silver  one of the victims of the October 7th massacre was found. Vivian (74) was an Israeli peace activist and leader of Women Waging Peace.She spent years driving Gazans in need of medical care to Israeli?',11/14/2023,856,1500,5200,33800,IDF,?
'We are devastated to share that the death of 23 year old German-Israeli Shani Luk was confirmed.Shani who was kidnapped from a music festival and tortured and paraded around Gaza by Hamas terrorists  experienced unfathomable horrors. Our hearts are broken .May her memory?',10/30/2023,4800,8700,3600,2200000,IDF,?
'We are left with many questions but no answers.Did these  journalists  know about the impending Hamas attack and fail to warn relevant parties?The details of this discovery are still unfolding  but one thing is clear.This is a serious violation of journalistic ethics.',11/9/2023,141,260,807,7600,IDF,?
' We are not leaving  - The families who won t evacuate Gaza City',10/16/2023,240,80,222,20800,BBCWorld,?
'We compare and contrast how the word  genocide  is used when describing attacks in the Israel-Gaza war and the Russia-Ukraine war',11/20/2023,60,461,529,5700,Palestine,Palestine
'We don t wish anyone to go through what we ve been through.Yousef Alziadana and his children Hamza  Bilal and Aisha from Israel s Bedouin community  were abducted by Hamas terrorists on October 7th.They are currently being held hostage in Gaza.BRING THE ALZIADANA FAMILY?',11/16/2023,900,100,2800,16100,IDF,?
'We helped them to build these bunkers. Former Israeli Prime Minister  Ehud Bartak  said that Hamas has a bunker under al-Shifa hospital because Israel built it',11/22/2023,41,378,399,4600,Palestine,Palestine
'We Love You. Stay Strong. Survive : Family  Friends Anxiously Await News of Hostages Held by Hamas https://www2.cbn.com/news/israel/we-love-you-stay-strong-survive-family-friends-anxiously-await-news-hostages-held-hamas?',11/3/2023,8,18,76,2100,CBNNews,?
'We must not let Hamas  murderous barbarism poison our souls: We?ll choose good over evil  beauty over ugliness and morality over loss of humanity. Our spirit is the real test | Opinion',11/23/2023,31,24,41,1000,Israel,Israel
' We thought it would be safe : Panic and confusion at scene of Gaza hospital blast',10/18/2023,891,149,681,43800,BBCWorld,?
'We U.K. Jews can?t even release details of where our vigils for the kidnapped Israelis will be until a few hours before they start  because of security fears | Opinion',11/20/2023,10,3,29,9300,Israel,Israel
'We will be roundly defeated if ? due to survivor?s guilt ? we remain attached to death  to the loss of humanity forced on us by Hamas  to violence. It?s our duty to seek the opposite path | Opinion',11/22/2023,7,8,27,7800,Israel,Israel
'We will never let October 7th happen again. This is the war we are fighting. #HamasisISIS',11/1/2023,4300,2100,1200,42300,IDF,?
'Weapons tested in each war Israel wages see a spike in global demand. The current Gaza war is the latest laboratory for its arms industry',11/19/2023,56,341,383,7300,Palestine,Palestine
'Weeks into the war  how much closer is Israel to its goal?',11/11/2023,650,95,316,37900,BBCWorld,?
'We re here demanding a ceasefire to stop the genocide in Gaza that s killed over 11 000 people since October 7.US protesters clashed with police outside the Democratic National Committee s HQ in Washington  DC  on Wednesday',11/16/2023,65,265,484,5400,Palestine,Palestine
'Western leaders avoid assessing Israel s killing of Palestinians  despite being quick to condemn the October 7th attack by Hamas',11/21/2023,21,85,129,1200,RT_com,?
'Western leaders quick to condemn Hamas while ignoring Palestinian deaths',11/20/2023,10,78,137,1000,RT_com,?
'What are the latest updates from Israel and Gaza?Follow developments on the BBC News website https://bbc.in/46EF0ot',10/23/2023,271,36,121,18900,BBCWorld,?
